"Session","Topic","Day","Month","Weekday","Time","timezone"
"Coffee Break","Socializing","27","9","Sunday","03:45 - 04:00","Pacific/Tarawa"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","04:00 - 05:00","Pacific/Tarawa"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","02:00 - 02:30","Pacific/Tarawa"
"Session 3.2","Questions","4","10","Sunday","02:30 - 02:45","Pacific/Tarawa"
"Coffee Break","Socializing","4","10","Sunday","02:45 - 03:00","Pacific/Tarawa"
"Session 3.3","Input on NATO policy","4","10","Sunday","03:00 - 03:30","Pacific/Tarawa"
"Session 3.4","Questions","4","10","Sunday","03:30 - 04:00","Pacific/Tarawa"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","02:00 - 02:30","Pacific/Tarawa"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","Pacific/Tarawa"
"Coffee Break","Socializing","11","10","Sunday","03:45 - 04:00","Pacific/Tarawa"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:00 - 05:30","Pacific/Tarawa"
"Meal Break","-","11","10","Sunday","05:30 - 06:30","Pacific/Tarawa"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","06:30 - 07:45","Pacific/Tarawa"
"Session 4.5","Press Conference","11","10","Sunday","07:45 - 08:00","Pacific/Tarawa"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","Pacific/Tarawa"
"Coffee Break","Socializing","12","10","Monday","03:15 - 03:30","Pacific/Tarawa"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:30 - 05:00","Pacific/Tarawa"
"Meal Break","-","12","10","Monday","05:00 - 06:00","Pacific/Tarawa"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","06:00 - 07:15","Pacific/Tarawa"
"Session 5.4","Press Conference","12","10","Monday","07:15 - 07:45","Pacific/Tarawa"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","07:45 - 08:00","Pacific/Tarawa"
"Session 1.1","Opening Speech","20","9","Sunday","03:00 - 03:15","Pacific/Tongatapu"
"Session 1.2","Team Introduction","20","9","Sunday","03:15 - 03:45","Pacific/Tongatapu"
"Coffee Break","Socializing","20","9","Sunday","03:45 - 04:00","Pacific/Tongatapu"
"Session 1.3","Introduction to Zoom","20","9","Sunday","04:00 - 04:15","Pacific/Tongatapu"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","04:15 - 04:30","Pacific/Tongatapu"
"Session 1.5","Questions","20","9","Sunday","04:30 - 04:45","Pacific/Tongatapu"
"Session 1.6","Socializing","20","9","Sunday","04:45 - 05:30","Pacific/Tongatapu"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","03:00 - 03:30","Pacific/Tongatapu"
"Session 2.2","Questions","27","9","Sunday","03:30 - 03:45","Pacific/Tongatapu"
"Coffee Break","Socializing","27","9","Sunday","03:45 - 04:00","Pacific/Tongatapu"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","04:00 - 04:30","Pacific/Tongatapu"
"Session 2.4","Questions","27","9","Sunday","04:30 - 04:45","Pacific/Tongatapu"
"Coffee Break","Socializing","27","9","Sunday","04:45 - 05:00","Pacific/Tongatapu"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","05:00 - 06:00","Pacific/Tongatapu"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","03:00 - 03:30","Pacific/Tongatapu"
"Session 3.2","Questions","4","10","Sunday","03:30 - 03:45","Pacific/Tongatapu"
"Coffee Break","Socializing","4","10","Sunday","03:45 - 04:00","Pacific/Tongatapu"
"Session 3.3","Input on NATO policy","4","10","Sunday","04:00 - 04:30","Pacific/Tongatapu"
"Session 3.4","Questions","4","10","Sunday","04:30 - 05:00","Pacific/Tongatapu"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","03:00 - 03:30","Pacific/Tongatapu"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","03:30 - 04:45","Pacific/Tongatapu"
"Coffee Break","Socializing","11","10","Sunday","04:45 - 05:00","Pacific/Tongatapu"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","05:00 - 06:30","Pacific/Tongatapu"
"Meal Break","-","11","10","Sunday","06:30 - 07:30","Pacific/Tongatapu"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","07:30 - 08:45","Pacific/Tongatapu"
"Session 4.5","Press Conference","11","10","Sunday","08:45 - 09:00","Pacific/Tongatapu"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:00 - 04:15","Pacific/Tongatapu"
"Coffee Break","Socializing","12","10","Monday","04:15 - 04:30","Pacific/Tongatapu"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","04:30 - 06:00","Pacific/Tongatapu"
"Meal Break","-","12","10","Monday","06:00 - 07:00","Pacific/Tongatapu"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","07:00 - 08:15","Pacific/Tongatapu"
"Session 5.4","Press Conference","12","10","Monday","08:15 - 08:45","Pacific/Tongatapu"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","08:45 - 09:00","Pacific/Tongatapu"
"Session 1.1","Opening Speech","20","9","Sunday","00:00 - 00:15","Pacific/Truk"
"Session 1.2","Team Introduction","20","9","Sunday","00:15 - 00:45","Pacific/Truk"
"Coffee Break","Socializing","20","9","Sunday","00:45 - 01:00","Pacific/Truk"
"Session 1.3","Introduction to Zoom","20","9","Sunday","01:00 - 01:15","Pacific/Truk"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","01:15 - 01:30","Pacific/Truk"
"Session 1.5","Questions","20","9","Sunday","01:30 - 01:45","Pacific/Truk"
"Session 1.6","Socializing","20","9","Sunday","01:45 - 02:30","Pacific/Truk"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","00:00 - 00:30","Pacific/Truk"
"Session 2.2","Questions","27","9","Sunday","00:30 - 00:45","Pacific/Truk"
"Coffee Break","Socializing","27","9","Sunday","00:45 - 01:00","Pacific/Truk"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","01:00 - 01:30","Pacific/Truk"
"Session 2.4","Questions","27","9","Sunday","01:30 - 01:45","Pacific/Truk"
"Coffee Break","Socializing","27","9","Sunday","01:45 - 02:00","Pacific/Truk"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","02:00 - 03:00","Pacific/Truk"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","00:00 - 00:30","Pacific/Truk"
"Session 3.2","Questions","4","10","Sunday","00:30 - 00:45","Pacific/Truk"
"Coffee Break","Socializing","4","10","Sunday","00:45 - 01:00","Pacific/Truk"
"Session 3.3","Input on NATO policy","4","10","Sunday","01:00 - 01:30","Pacific/Truk"
"Session 3.4","Questions","4","10","Sunday","01:30 - 02:00","Pacific/Truk"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","00:00 - 00:30","Pacific/Truk"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:30 - 01:45","Pacific/Truk"
"Coffee Break","Socializing","11","10","Sunday","01:45 - 02:00","Pacific/Truk"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:00 - 03:30","Pacific/Truk"
"Meal Break","-","11","10","Sunday","03:30 - 04:30","Pacific/Truk"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:30 - 05:45","Pacific/Truk"
"Session 4.5","Press Conference","11","10","Sunday","05:45 - 06:00","Pacific/Truk"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:00 - 01:15","Pacific/Truk"
"Coffee Break","Socializing","12","10","Monday","01:15 - 01:30","Pacific/Truk"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","01:30 - 03:00","Pacific/Truk"
"Meal Break","-","12","10","Monday","03:00 - 04:00","Pacific/Truk"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","04:00 - 05:15","Pacific/Truk"
"Session 5.4","Press Conference","12","10","Monday","05:15 - 05:45","Pacific/Truk"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","05:45 - 06:00","Pacific/Truk"
"Session 1.1","Opening Speech","20","9","Sunday","02:00 - 02:15","Pacific/Wake"
"Session 1.2","Team Introduction","20","9","Sunday","02:15 - 02:45","Pacific/Wake"
"Coffee Break","Socializing","20","9","Sunday","02:45 - 03:00","Pacific/Wake"
"Session 1.3","Introduction to Zoom","20","9","Sunday","03:00 - 03:15","Pacific/Wake"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","03:15 - 03:30","Pacific/Wake"
"Session 1.5","Questions","20","9","Sunday","03:30 - 03:45","Pacific/Wake"
"Session 1.6","Socializing","20","9","Sunday","03:45 - 04:30","Pacific/Wake"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","02:00 - 02:30","Pacific/Wake"
"Session 2.2","Questions","27","9","Sunday","02:30 - 02:45","Pacific/Wake"
"Coffee Break","Socializing","27","9","Sunday","02:45 - 03:00","Pacific/Wake"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","03:00 - 03:30","Pacific/Wake"
"Session 2.4","Questions","27","9","Sunday","03:30 - 03:45","Pacific/Wake"
"Coffee Break","Socializing","27","9","Sunday","03:45 - 04:00","Pacific/Wake"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","04:00 - 05:00","Pacific/Wake"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","02:00 - 02:30","Pacific/Wake"
"Session 3.2","Questions","4","10","Sunday","02:30 - 02:45","Pacific/Wake"
"Coffee Break","Socializing","4","10","Sunday","02:45 - 03:00","Pacific/Wake"
"Session 3.3","Input on NATO policy","4","10","Sunday","03:00 - 03:30","Pacific/Wake"
"Session 3.4","Questions","4","10","Sunday","03:30 - 04:00","Pacific/Wake"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","02:00 - 02:30","Pacific/Wake"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","Pacific/Wake"
"Coffee Break","Socializing","11","10","Sunday","03:45 - 04:00","Pacific/Wake"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:00 - 05:30","Pacific/Wake"
"Meal Break","-","11","10","Sunday","05:30 - 06:30","Pacific/Wake"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","06:30 - 07:45","Pacific/Wake"
"Session 4.5","Press Conference","11","10","Sunday","07:45 - 08:00","Pacific/Wake"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","Pacific/Wake"
"Coffee Break","Socializing","12","10","Monday","03:15 - 03:30","Pacific/Wake"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:30 - 05:00","Pacific/Wake"
"Meal Break","-","12","10","Monday","05:00 - 06:00","Pacific/Wake"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","06:00 - 07:15","Pacific/Wake"
"Session 5.4","Press Conference","12","10","Monday","07:15 - 07:45","Pacific/Wake"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","07:45 - 08:00","Pacific/Wake"
"Session 1.1","Opening Speech","20","9","Sunday","02:00 - 02:15","Pacific/Wallis"
"Session 1.2","Team Introduction","20","9","Sunday","02:15 - 02:45","Pacific/Wallis"
"Coffee Break","Socializing","20","9","Sunday","02:45 - 03:00","Pacific/Wallis"
"Session 1.3","Introduction to Zoom","20","9","Sunday","03:00 - 03:15","Pacific/Wallis"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","03:15 - 03:30","Pacific/Wallis"
"Session 1.5","Questions","20","9","Sunday","03:30 - 03:45","Pacific/Wallis"
"Session 1.6","Socializing","20","9","Sunday","03:45 - 04:30","Pacific/Wallis"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","02:00 - 02:30","Pacific/Wallis"
"Session 2.2","Questions","27","9","Sunday","02:30 - 02:45","Pacific/Wallis"
"Coffee Break","Socializing","27","9","Sunday","02:45 - 03:00","Pacific/Wallis"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","03:00 - 03:30","Pacific/Wallis"
"Session 2.4","Questions","27","9","Sunday","03:30 - 03:45","Pacific/Wallis"
"Coffee Break","Socializing","27","9","Sunday","03:45 - 04:00","Pacific/Wallis"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","04:00 - 05:00","Pacific/Wallis"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","02:00 - 02:30","Pacific/Wallis"
"Session 3.2","Questions","4","10","Sunday","02:30 - 02:45","Pacific/Wallis"
"Coffee Break","Socializing","4","10","Sunday","02:45 - 03:00","Pacific/Wallis"
"Session 3.3","Input on NATO policy","4","10","Sunday","03:00 - 03:30","Pacific/Wallis"
"Session 3.4","Questions","4","10","Sunday","03:30 - 04:00","Pacific/Wallis"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","02:00 - 02:30","Pacific/Wallis"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","Pacific/Wallis"
"Coffee Break","Socializing","11","10","Sunday","03:45 - 04:00","Pacific/Wallis"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:00 - 05:30","Pacific/Wallis"
"Meal Break","-","11","10","Sunday","05:30 - 06:30","Pacific/Wallis"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","06:30 - 07:45","Pacific/Wallis"
"Session 4.5","Press Conference","11","10","Sunday","07:45 - 08:00","Pacific/Wallis"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","Pacific/Wallis"
"Coffee Break","Socializing","12","10","Monday","03:15 - 03:30","Pacific/Wallis"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","03:30 - 05:00","Pacific/Wallis"
"Meal Break","-","12","10","Monday","05:00 - 06:00","Pacific/Wallis"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","06:00 - 07:15","Pacific/Wallis"
"Session 5.4","Press Conference","12","10","Monday","07:15 - 07:45","Pacific/Wallis"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","07:45 - 08:00","Pacific/Wallis"
"Session 1.1","Opening Speech","20","9","Sunday","00:00 - 00:15","Pacific/Yap"
"Session 1.2","Team Introduction","20","9","Sunday","00:15 - 00:45","Pacific/Yap"
"Coffee Break","Socializing","20","9","Sunday","00:45 - 01:00","Pacific/Yap"
"Session 1.3","Introduction to Zoom","20","9","Sunday","01:00 - 01:15","Pacific/Yap"
"Session 1.4","Introduction to Facebook Workplace","20","9","Sunday","01:15 - 01:30","Pacific/Yap"
"Session 1.5","Questions","20","9","Sunday","01:30 - 01:45","Pacific/Yap"
"Session 1.6","Socializing","20","9","Sunday","01:45 - 02:30","Pacific/Yap"
"Session 2.1","Insights into Negotiation Strategies","27","9","Sunday","00:00 - 00:30","Pacific/Yap"
"Session 2.2","Questions","27","9","Sunday","00:30 - 00:45","Pacific/Yap"
"Coffee Break","Socializing","27","9","Sunday","00:45 - 01:00","Pacific/Yap"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","27","9","Sunday","01:00 - 01:30","Pacific/Yap"
"Session 2.4","Questions","27","9","Sunday","01:30 - 01:45","Pacific/Yap"
"Coffee Break","Socializing","27","9","Sunday","01:45 - 02:00","Pacific/Yap"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","02:00 - 03:00","Pacific/Yap"
"Session 3.1","Insights into Intelligence Gathering","4","10","Sunday","00:00 - 00:30","Pacific/Yap"
"Session 3.2","Questions","4","10","Sunday","00:30 - 00:45","Pacific/Yap"
"Coffee Break","Socializing","4","10","Sunday","00:45 - 01:00","Pacific/Yap"
"Session 3.3","Input on NATO policy","4","10","Sunday","01:00 - 01:30","Pacific/Yap"
"Session 3.4","Questions","4","10","Sunday","01:30 - 02:00","Pacific/Yap"
"Session 4.1","Public Opening Statements by the Heads of State","11","10","Sunday","00:00 - 00:30","Pacific/Yap"
"Session 4.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:30 - 01:45","Pacific/Yap"
"Coffee Break","Socializing","11","10","Sunday","01:45 - 02:00","Pacific/Yap"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:00 - 03:30","Pacific/Yap"
"Meal Break","-","11","10","Sunday","03:30 - 04:30","Pacific/Yap"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","04:30 - 05:45","Pacific/Yap"
"Session 4.5","Press Conference","11","10","Sunday","05:45 - 06:00","Pacific/Yap"
"Session 5.1","NATO: Negotiations; Activists: Influencing","12","10","Monday","00:00 - 01:15","Pacific/Yap"
"Coffee Break","Socializing","12","10","Monday","01:15 - 01:30","Pacific/Yap"
"Session 5.2","NATO: Negotiations; Activists: Influencing","12","10","Monday","01:30 - 03:00","Pacific/Yap"
"Meal Break","-","12","10","Monday","03:00 - 04:00","Pacific/Yap"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","04:00 - 05:15","Pacific/Yap"
"Session 5.4","Press Conference","12","10","Monday","05:15 - 05:45","Pacific/Yap"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","05:45 - 06:00","Pacific/Yap"
"Session 1.1","Opening Speech","19","9","Saturday","16:00 - 16:15","Poland"
"Session 1.2","Team Introduction","19","9","Saturday","16:15 - 16:45","Poland"
"Coffee Break","Socializing","19","9","Saturday","16:45 - 17:00","Poland"
"Session 1.3","Introduction to Zoom","19","9","Saturday","17:00 - 17:15","Poland"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","17:15 - 17:30","Poland"
"Session 1.5","Questions","19","9","Saturday","17:30 - 17:45","Poland"
"Session 1.6","Socializing","19","9","Saturday","17:45 - 18:30","Poland"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","16:00 - 16:30","Poland"
"Session 2.2","Questions","26","9","Saturday","16:30 - 16:45","Poland"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Poland"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","17:00 - 17:30","Poland"
"Session 2.4","Questions","26","9","Saturday","17:30 - 17:45","Poland"
"Coffee Break","Socializing","26","9","Saturday","17:45 - 18:00","Poland"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","18:00 - 19:00","Poland"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","16:00 - 16:30","Poland"
"Session 3.2","Questions","3","10","Saturday","16:30 - 16:45","Poland"
"Coffee Break","Socializing","3","10","Saturday","16:45 - 17:00","Poland"
"Session 3.3","Input on NATO policy","3","10","Saturday","17:00 - 17:30","Poland"
"Session 3.4","Questions","3","10","Saturday","17:30 - 18:00","Poland"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","16:00 - 16:30","Poland"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","16:30 - 17:45","Poland"
"Coffee Break","Socializing","10","10","Saturday","17:45 - 18:00","Poland"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","18:00 - 19:30","Poland"
"Meal Break","-","10","10","Saturday","19:30 - 20:30","Poland"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","20:30 - 21:45","Poland"
"Session 4.5","Press Conference","10","10","Saturday","21:45 - 22:00","Poland"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:00 - 17:15","Poland"
"Coffee Break","Socializing","11","10","Sunday","17:15 - 17:30","Poland"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","17:30 - 19:00","Poland"
"Meal Break","-","11","10","Sunday","19:00 - 20:00","Poland"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","20:00 - 21:15","Poland"
"Session 5.4","Press Conference","11","10","Sunday","21:15 - 21:45","Poland"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","21:45 - 22:00","Poland"
"Session 1.1","Opening Speech","19","9","Saturday","15:00 - 15:15","Portugal"
"Session 1.2","Team Introduction","19","9","Saturday","15:15 - 15:45","Portugal"
"Coffee Break","Socializing","19","9","Saturday","15:45 - 16:00","Portugal"
"Session 1.3","Introduction to Zoom","19","9","Saturday","16:00 - 16:15","Portugal"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","16:15 - 16:30","Portugal"
"Session 1.5","Questions","19","9","Saturday","16:30 - 16:45","Portugal"
"Session 1.6","Socializing","19","9","Saturday","16:45 - 17:30","Portugal"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","15:00 - 15:30","Portugal"
"Session 2.2","Questions","26","9","Saturday","15:30 - 15:45","Portugal"
"Coffee Break","Socializing","26","9","Saturday","15:45 - 16:00","Portugal"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","16:00 - 16:30","Portugal"
"Session 2.4","Questions","26","9","Saturday","16:30 - 16:45","Portugal"
"Coffee Break","Socializing","26","9","Saturday","16:45 - 17:00","Portugal"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","17:00 - 18:00","Portugal"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","15:00 - 15:30","Portugal"
"Session 3.2","Questions","3","10","Saturday","15:30 - 15:45","Portugal"
"Coffee Break","Socializing","3","10","Saturday","15:45 - 16:00","Portugal"
"Session 3.3","Input on NATO policy","3","10","Saturday","16:00 - 16:30","Portugal"
"Session 3.4","Questions","3","10","Saturday","16:30 - 17:00","Portugal"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","15:00 - 15:30","Portugal"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","15:30 - 16:45","Portugal"
"Coffee Break","Socializing","10","10","Saturday","16:45 - 17:00","Portugal"
"Session 4.3","NATO: Negotiations; Activists: Influencing","10","10","Saturday","17:00 - 18:30","Portugal"
"Meal Break","-","10","10","Saturday","18:30 - 19:30","Portugal"
"Session 4.4","NATO: Negotiations; Activists: Influencing","10","10","Saturday","19:30 - 20:45","Portugal"
"Session 4.5","Press Conference","10","10","Saturday","20:45 - 21:00","Portugal"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","15:00 - 16:15","Portugal"
"Coffee Break","Socializing","11","10","Sunday","16:15 - 16:30","Portugal"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","16:30 - 18:00","Portugal"
"Meal Break","-","11","10","Sunday","18:00 - 19:00","Portugal"
"Session 5.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","19:00 - 20:15","Portugal"
"Session 5.4","Press Conference","11","10","Sunday","20:15 - 20:45","Portugal"
"Closing Ceremony","Final Statement / Socializing","11","10","Sunday","20:45 - 21:00","Portugal"
"Session 1.1","Opening Speech","19","9","Saturday","22:00 - 22:15","PRC"
"Session 1.2","Team Introduction","19","9","Saturday","22:15 - 22:45","PRC"
"Coffee Break","Socializing","19","9","Saturday","22:45 - 23:00","PRC"
"Session 1.3","Introduction to Zoom","19","9","Saturday","23:00 - 23:15","PRC"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","23:15 - 23:30","PRC"
"Session 1.5","Questions","19","9","Saturday","23:30 - 23:45","PRC"
"Session 1.6","Socializing","19","9","Saturday","23:45 - 00:30","PRC"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","22:00 - 22:30","PRC"
"Session 2.2","Questions","26","9","Saturday","22:30 - 22:45","PRC"
"Coffee Break","Socializing","26","9","Saturday","22:45 - 23:00","PRC"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","23:00 - 23:30","PRC"
"Session 2.4","Questions","26","9","Saturday","23:30 - 23:45","PRC"
"Coffee Break","Socializing","26","9","Saturday","23:45 - 00:00","PRC"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","27","9","Sunday","00:00 - 01:00","PRC"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","22:00 - 22:30","PRC"
"Session 3.2","Questions","3","10","Saturday","22:30 - 22:45","PRC"
"Coffee Break","Socializing","3","10","Saturday","22:45 - 23:00","PRC"
"Session 3.3","Input on NATO policy","3","10","Saturday","23:00 - 23:30","PRC"
"Session 3.4","Questions","3","10","Saturday","23:30 - 00:00","PRC"
"Session 4.1","Public Opening Statements by the Heads of State","10","10","Saturday","22:00 - 22:30","PRC"
"Session 4.2","NATO: Negotiations; Activists: Influencing","10","10","Saturday","22:30 - 23:45","PRC"
"Coffee Break","Socializing","10","10","Saturday","23:45 - 00:00","PRC"
"Session 4.3","NATO: Negotiations; Activists: Influencing","11","10","Sunday","00:00 - 01:30","PRC"
"Meal Break","-","11","10","Sunday","01:30 - 02:30","PRC"
"Session 4.4","NATO: Negotiations; Activists: Influencing","11","10","Sunday","02:30 - 03:45","PRC"
"Session 4.5","Press Conference","11","10","Sunday","03:45 - 04:00","PRC"
"Session 5.1","NATO: Negotiations; Activists: Influencing","11","10","Sunday","22:00 - 23:15","PRC"
"Coffee Break","Socializing","11","10","Sunday","23:15 - 23:30","PRC"
"Session 5.2","NATO: Negotiations; Activists: Influencing","11","10","Sunday","23:30 - 01:00","PRC"
"Meal Break","-","12","10","Monday","01:00 - 02:00","PRC"
"Session 5.3","NATO: Negotiations; Activists: Influencing","12","10","Monday","02:00 - 03:15","PRC"
"Session 5.4","Press Conference","12","10","Monday","03:15 - 03:45","PRC"
"Closing Ceremony","Final Statement / Socializing","12","10","Monday","03:45 - 04:00","PRC"
"Session 1.1","Opening Speech","19","9","Saturday","07:00 - 07:15","PST8PDT"
"Session 1.2","Team Introduction","19","9","Saturday","07:15 - 07:45","PST8PDT"
"Coffee Break","Socializing","19","9","Saturday","07:45 - 08:00","PST8PDT"
"Session 1.3","Introduction to Zoom","19","9","Saturday","08:00 - 08:15","PST8PDT"
"Session 1.4","Introduction to Facebook Workplace","19","9","Saturday","08:15 - 08:30","PST8PDT"
"Session 1.5","Questions","19","9","Saturday","08:30 - 08:45","PST8PDT"
"Session 1.6","Socializing","19","9","Saturday","08:45 - 09:30","PST8PDT"
"Session 2.1","Insights into Negotiation Strategies","26","9","Saturday","07:00 - 07:30","PST8PDT"
"Session 2.2","Questions","26","9","Saturday","07:30 - 07:45","PST8PDT"
"Coffee Break","Socializing","26","9","Saturday","07:45 - 08:00","PST8PDT"
"Session 2.3","Insights into Negotiation Experiences from Politics and Business","26","9","Saturday","08:00 - 08:30","PST8PDT"
"Session 2.4","Questions","26","9","Saturday","08:30 - 08:45","PST8PDT"
"Coffee Break","Socializing","26","9","Saturday","08:45 - 09:00","PST8PDT"
"Session 2.5","NATO: Insights into the rules of procedure; Activists: Insights into influencing negotiations","26","9","Saturday","09:00 - 10:00","PST8PDT"
"Session 3.1","Insights into Intelligence Gathering","3","10","Saturday","07:00 - 07:30","PST8PDT"
"Session 3.2","Questions","3","10","Saturday","07:30 - 07:45","PST8PDT"
"Coffee Break","Socializing","3","10","Saturday","07:45 - 08:00","PST8PDT"
"Session 3.3","Input on NATO policy","3","10","Saturday","08:00 - 08:30","PST8PDT"
